UserID,CourseName,trainingName,SessionDuration,SessionsPerWeek,CourseCompletion,UserSatisfaction,SignUpDate,LastActiveDate,QuizScores,FeedbackComments
user_70,Re-contextualized encompassing project,Bac+3 Développement Web,114,6,0,3,2023-05-02,2024-01-06,50.1279417834782,Le rythme de la formation était trop rapide pour moi.
user_71,Front-line next generation solution,,20,8,1,5,2023-04-08,2024-04-11,95.0248896266174,La mise au point de la méthode du film de position en particulier Move Hear.
user_72,Profound static encryption,Bac+5 Lead Dev,23,2,1,1,2023-05-03,2024-03-16,88.09719155139769,Le contenu était trop théorique et peu applicable en pratique.
user_73,Front-line next generation solution,Bac+5 Dev VR & Jeux Vidéo,39,2,0,1,2023-06-04,2024-02-21,74.37780567389514,J'ai apprécié le contenu clair et structuré.
user_74,Team-oriented heuristic Graphic Interface,Bac+5 Dev VR & Jeux Vidéo,74,3,1,3,2023-06-11,2024-02-04,82.87314833955385,Le rythme de la formation était trop rapide pour moi.
user_75,Managed encompassing capacity,Bac+3 Développement Web,38,3,0,3,2023-08-08,2024-02-20,52.76108925061982,La formation a répondu à mes attentes.
user_76,Team-oriented tangible array,Bac+5 Lead Développeur B-School by BNP Paribas,102,5,0,2,2023-01-30,2024-01-07,97.85136441181764,Le rythme de la formation était trop rapide pour moi.
user_77,Expanded didactic customer loyalty,Bac+3 Développement Web,9,8,0,1,2023-07-18,2024-02-28,56.43594590509751,Le contenu était trop théorique et peu applicable en pratique.
user_78,Managed encompassing capacity,Bac+5 Lead Dev,80,2,1,1,2023-06-20,2024-01-21,88.03015366542887,Support de cours très complet.
user_79,Centralized responsive capacity,Bac+5 Lead Dev,73,2,0,3,2023-09-05,2024-06-07,90.5724336842316,Le matériel pédagogique était obsolète.
user_80,Proactive demand-driven open system,Bac+3 Développement Web,21,3,1,1,2023-02-04,2024-06-05,67.61453704609306,J'ai apprécié le contenu clair et structuré.
user_81,Team-oriented tangible array,Bac+5 Dev VR & Jeux Vidéo,99,1,1,5,2023-12-24,2024-06-03,78.92740067652599,La durée de la formation était insuffisante pour couvrir tous les sujets.
user_82,Implemented exuding customer loyalty,Bac+5 Dev VR & Jeux Vidéo,19,9,1,4,2023-03-29,2024-02-20,79.35248445444373,"Bonne pédagogie, mais un peu trop rapide."
user_83,Right-sized object-oriented process improvement,Bac+5 Lead Dev,81,6,1,3,2023-01-16,2024-04-22,91.54757611522489,Le formateur était très compétent.
user_84,Profound static encryption,Bac+3 Développement Web,116,8,0,2,2023-02-16,2024-03-14,59.35356662383961,Les objectifs de la formation n'étaient pas clairement définis.
user_85,Centralized responsive capacity,Bac+3 Développement Web,72,3,1,2,2023-03-26,2024-05-19,59.10964351132728,J'ai apprécié le contenu clair et structuré.
user_86,Expanded zero administration structure,Bac+5 Lead Dev,37,7,1,5,2023-09-03,2024-05-19,91.88242556069488,Très bon équilibre entre théorie et pratique.
user_87,Expanded didactic customer loyalty,Bac+5 Dev VR & Jeux Vidéo,79,9,0,2,2023-05-07,2024-06-07,82.06923471523098,Le matériel pédagogique était obsolète.
user_88,Team-oriented heuristic Graphic Interface,Bac+5 Dev VR & Jeux Vidéo,97,7,0,5,2023-07-19,2024-02-01,78.68002647729128,Le rythme de la formation était trop rapide pour moi.
user_89,Profound static encryption,Bac+3 Développement Web,113,5,0,5,2023-09-25,2024-05-02,52.07395892470228,Le rythme de la formation était trop rapide pour moi.
user_90,Open-source bandwidth-monitored analyzer,Bac+3 Développement Web,59,6,0,2,2023-04-13,2024-05-29,61.407064494762416,La formation était très enrichissante.
user_91,Self-enabling object-oriented process improvement,Bac+3 Développement Web,76,5,1,4,2023-01-02,2024-02-22,56.3097382957651,Le formateur était très compétent.
user_92,Triple-buffered asynchronous model,Bac+3 Développement Web,36,9,0,4,2023-08-27,2024-03-05,51.71000451086934,Les supports de cours manquaient de clarté.
user_93,Proactive demand-driven open system,Bac+3 Développement Web,21,5,0,2,2023-01-20,2024-03-07,59.753259517396735,Les exercices pratiques m'ont beaucoup aidé.
user_94,Self-enabling object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,82,4,1,4,2023-05-06,2024-04-27,80.80314337580324,Le contenu était trop théorique et peu applicable en pratique.
user_95,Front-line next generation solution,,78,6,0,3,2023-12-12,2024-05-20,85.37735719678,Ok le temps de rien deal Accepter.
user_96,Team-oriented heuristic Graphic Interface,Bac+3 Développement Web,26,1,1,3,2023-11-23,2024-04-21,51.36082812928039,Les exercices pratiques m'ont beaucoup aidé.
user_97,Centralized responsive capacity,Bac+5 Dev VR & Jeux Vidéo,84,6,1,4,2023-09-15,2024-04-06,72.88823899769719,La formation manquait d'interactivité et d'exemples concrets.
user_98,Open-source bandwidth-monitored analyzer,Bac+5 Lead Dev,109,8,0,4,2023-11-30,2024-02-08,88.51231694879769,"Bonne pédagogie, mais un peu trop rapide."
user_99,Re-contextualized encompassing project,Bac+3 Développement Web,51,8,1,4,2023-08-07,2024-04-04,67.41282165185459,Support de cours très complet.
user_100,Self-enabling object-oriented process improvement,Bac+5 Lead Dev,106,6,0,1,2023-06-16,2024-06-05,93.80886854851023,Le matériel pédagogique était obsolète.
user_101,Right-sized object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,54,9,1,3,2023-05-09,2024-04-23,73.37024033861476,Le formateur était très compétent.
user_102,Proactive demand-driven open system,Bac+3 Développement Web,8,2,0,1,2023-04-19,2024-04-10,56.14488941665854,Le niveau de la formation ne correspondait pas à mes attentes.
user_103,Innovative upward-trending intranet,Bac+3 Développement Web,94,1,0,1,2023-08-18,2024-05-14,52.97735981205771,Le niveau de la formation ne correspondait pas à mes attentes.
user_104,Adaptive system-worthy paradigm,Bac+5 Lead Dev,30,7,0,5,2023-09-21,2024-02-16,89.417944613428,La formation a répondu à mes attentes.
user_105,Innovative upward-trending intranet,Bac+3 Développement Web,65,7,1,2,2023-03-11,2024-04-21,66.32394827432533,La formation était très enrichissante.
user_106,Team-oriented heuristic Graphic Interface,Bac+3 Développement Web,48,7,0,2,2023-05-16,2024-03-15,68.63621631419534,Le niveau de la formation ne correspondait pas à mes attentes.
user_107,Open-source bandwidth-monitored analyzer,Bac+5 Dev VR & Jeux Vidéo,86,3,0,5,2023-09-24,2024-06-12,72.88088781238231,Le formateur n'était pas assez disponible pour répondre aux questions.
user_108,Right-sized object-oriented process improvement,Bac+3 Développement Web,43,2,0,5,2023-03-18,2024-03-05,64.46531500364873,Les exercices pratiques m'ont beaucoup aidé.
user_109,Right-sized object-oriented process improvement,Bac+3 Développement Web,6,4,1,3,2023-02-12,2024-01-15,66.2469752771346,J'ai apprécié le contenu clair et structuré.
user_110,Innovative upward-trending intranet,Bac+5 Dev VR & Jeux Vidéo,52,2,1,5,2023-03-30,2024-01-24,79.10260642215282,Les supports de cours manquaient de clarté.
user_111,Right-sized object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,85,8,0,1,2023-11-24,2024-03-11,77.03193047062128,Les exercices pratiques m'ont beaucoup aidé.
user_112,Stand-alone methodical ability,Bac+5 Dev VR & Jeux Vidéo,8,4,0,2,2023-10-06,2024-02-10,74.06503479854707,La durée de la formation était insuffisante pour couvrir tous les sujets.
user_113,Centralized responsive capacity,Bac+5 Lead Dev,100,4,0,4,2023-11-29,2024-03-02,87.13942844583379,La formation était très enrichissante.
user_114,Re-contextualized encompassing project,Bac+3 Développement Web,13,5,0,1,2023-02-08,2024-05-30,58.22565547654101,Les exercices pratiques m'ont beaucoup aidé.
user_115,Stand-alone methodical ability,Bac+5 Lead Dev,38,5,1,1,2023-04-04,2024-05-30,91.95654676989297,Le formateur était très compétent.
user_116,Team-oriented heuristic Graphic Interface,Bac+5 Dev VR & Jeux Vidéo,84,8,1,5,2023-06-01,2024-03-23,76.57130869819488,J'ai apprécié le contenu clair et structuré.
user_117,Open-source bandwidth-monitored analyzer,Bac+3 Développement Web,5,5,1,5,2023-09-04,2024-05-06,55.2453158981571,Support de cours très complet.
user_118,Expanded zero administration structure,Bac+5 Lead Développeur B-School by BNP Paribas,37,7,0,2,2023-12-14,2024-04-30,98.12065302304212,Le formateur était très compétent.
user_119,Managed encompassing capacity,Bac+3 Développement Web,45,1,0,4,2023-04-07,2024-02-20,61.20891738503909,Le formateur était très compétent.
user_120,Stand-alone methodical ability,Bac+5 Lead Dev,109,7,0,2,2023-11-11,2024-05-24,94.76122307347516,Le rythme de la formation était trop rapide pour moi.
user_121,Profound static encryption,Bac+5 Lead Développeur B-School by BNP Paribas,49,1,0,1,2023-10-22,2024-02-11,96.36414786837592,Le rythme de la formation était trop rapide pour moi.
user_122,Triple-buffered asynchronous model,Bac+3 Développement Web,104,6,1,2,2023-07-16,2024-03-04,60.96363711901152,"Bonne pédagogie, mais un peu trop rapide."
user_123,Expanded zero administration structure,Bac+3 Développement Web,69,9,1,2,2023-08-02,2024-02-11,50.449559449845,Le formateur était très compétent.
user_124,Stand-alone methodical ability,Bac+5 Dev VR & Jeux Vidéo,46,5,1,1,2023-10-15,2024-02-23,81.63666506520153,Contenu intéressant mais parfois trop dense.
user_125,Expanded zero administration structure,Bac+5 Lead Dev,5,1,0,3,2023-11-13,2024-05-05,88.99412980974016,La formation a répondu à mes attentes.
user_126,Self-enabling object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,119,4,1,3,2023-12-08,2024-03-28,84.47276342888323,Le rythme de la formation était trop rapide pour moi.
user_127,Re-contextualized encompassing project,Bac+5 Dev VR & Jeux Vidéo,42,5,1,5,2023-05-26,2024-04-17,83.9650334027342,Le niveau de la formation ne correspondait pas à mes attentes.
user_128,Right-sized object-oriented process improvement,Bac+3 Développement Web,24,4,0,2,2023-04-05,2024-02-19,57.938864029581374,Les supports de cours manquaient de clarté.
user_129,Open-source bandwidth-monitored analyzer,Bac+5 Lead Dev,114,8,0,3,2023-05-17,2024-02-07,94.128232465449,Les supports de cours manquaient de clarté.
user_130,Front-line next generation solution,Bac+5 Lead Dev,33,5,1,4,2023-04-27,2024-05-16,90.07757429870122,Les objectifs de la formation n'étaient pas clairement définis.
user_131,Centralized responsive capacity,Bac+3 Développement Web,37,3,0,1,2023-03-28,2024-05-20,59.7690323483375,Le formateur n'était pas assez disponible pour répondre aux questions.
user_132,Right-sized object-oriented process improvement,Bac+5 Lead Dev,70,2,0,4,2023-03-09,2024-05-23,90.56944638772916,Très bon équilibre entre théorie et pratique.
user_133,Self-enabling object-oriented process improvement,Bac+3 Développement Web,35,6,1,3,2023-10-13,2024-02-28,66.37680051630507,Le formateur n'était pas assez disponible pour répondre aux questions.
user_134,Front-line next generation solution,Bac+5 Lead Dev,61,6,1,3,2023-09-17,2024-01-04,88.1400163409721,Le formateur n'était pas assez disponible pour répondre aux questions.
user_135,Team-oriented tangible array,Bac+5 Dev VR & Jeux Vidéo,45,8,1,3,2023-04-11,2024-03-25,72.6338366074611,J'ai apprécié le contenu clair et structuré.
user_136,Open-source bandwidth-monitored analyzer,Bac+3 Développement Web,76,2,1,1,2023-02-26,2024-04-06,52.26158704531195,Les supports de cours manquaient de clarté.
user_137,Phased impactful productivity,Bac+5 Dev VR & Jeux Vidéo,11,7,0,1,2023-08-01,2024-03-07,81.7405214924977,Contenu intéressant mais parfois trop dense.
user_138,Proactive demand-driven open system,,66,7,0,4,2023-07-08,2024-02-19,70.70281181646837,La télévision reconnaît à travers la guerre nationale de He.
user_139,Triple-buffered asynchronous model,Bac+3 Développement Web,81,6,0,2,2023-05-25,2024-02-08,63.48037673158907,Le niveau de la formation ne correspondait pas à mes attentes.
user_140,Re-contextualized encompassing project,Bac+5 Lead Développeur B-School by BNP Paribas,28,8,0,5,2023-01-25,2024-01-04,97.53692265234405,Le formateur était très compétent.
user_141,Innovative upward-trending intranet,Bac+5 Lead Dev,14,3,1,3,2023-03-19,2024-03-26,92.16950750329698,Le matériel pédagogique était obsolète.
user_142,Self-enabling object-oriented process improvement,Bac+3 Développement Web,34,4,0,1,2023-07-12,2024-04-12,60.58516047055255,Le rythme de la formation était trop rapide pour moi.
user_143,Team-oriented tangible array,Bac+3 Développement Web,60,4,1,5,2023-12-19,2024-04-15,51.800104247555325,La formation a répondu à mes attentes.
user_144,Phased impactful productivity,Bac+3 Développement Web,29,8,1,4,2023-08-27,2024-01-29,56.7084208332561,La formation était très enrichissante.
user_145,Team-oriented tangible array,Bac+5 Dev VR & Jeux Vidéo,67,2,1,3,2023-08-05,2024-01-12,84.56430584918519,Le formateur était très compétent.
user_146,Profound static encryption,,118,9,0,4,2023-07-31,2024-05-05,70.05726973898987,Lit pourquoi l'investissement budgétaire.
user_147,Triple-buffered asynchronous model,Bac+3 Développement Web,46,6,0,4,2023-09-09,2024-04-07,61.56870550150562,Contenu intéressant mais parfois trop dense.
user_148,Re-contextualized encompassing project,Bac+5 Lead Dev,80,7,0,5,2023-12-11,2024-02-03,91.29906903936322,Les exercices pratiques m'ont beaucoup aidé.
user_149,Triple-buffered asynchronous model,Bac+5 Lead Développeur B-School by BNP Paribas,116,5,1,2,2023-08-16,2024-05-17,97.52269728235449,Les exercices pratiques n'étaient pas suffisamment stimulants.
user_150,Expanded zero administration structure,Bac+5 Dev VR & Jeux Vidéo,90,2,0,1,2023-05-30,2024-04-04,79.09961631753218,Le contenu était trop théorique et peu applicable en pratique.
user_151,Centralized responsive capacity,Bac+5 Dev VR & Jeux Vidéo,78,1,1,5,2023-01-03,2024-03-23,81.29898250332039,Le formateur était très compétent.
user_152,Implemented exuding customer loyalty,Bac+5 Lead Dev,34,9,1,4,2023-02-14,2024-02-12,91.46210489487424,Le niveau de la formation ne correspondait pas à mes attentes.
user_153,Phased impactful productivity,Bac+3 Développement Web,69,1,0,1,2023-07-10,2024-04-30,57.6921796000008,J'ai apprécié le contenu clair et structuré.
user_154,Adaptive system-worthy paradigm,Bac+5 Dev VR & Jeux Vidéo,11,5,1,1,2023-12-04,2024-01-01,71.89286910295004,La formation a répondu à mes attentes.
user_155,Profound static encryption,Bac+5 Dev VR & Jeux Vidéo,78,4,1,2,2023-03-25,2024-02-20,77.04151753075524,Le rythme de la formation était trop rapide pour moi.
user_156,Implemented exuding customer loyalty,Bac+5 Dev VR & Jeux Vidéo,51,8,0,3,2023-05-25,2024-02-28,81.38271544641078,Le contenu était trop théorique et peu applicable en pratique.
user_157,Self-enabling object-oriented process improvement,Bac+3 Développement Web,30,4,0,5,2023-09-21,2024-05-06,52.06195650898184,Le formateur était très compétent.
user_158,Phased impactful productivity,Bac+3 Développement Web,109,8,1,2,2023-11-24,2024-03-18,65.3647208393529,Très bon équilibre entre théorie et pratique.
user_159,Adaptive system-worthy paradigm,Bac+5 Lead Dev,73,1,0,1,2023-10-18,2024-04-18,89.18229353198089,Les exercices pratiques n'étaient pas suffisamment stimulants.
user_160,Innovative upward-trending intranet,Bac+3 Développement Web,83,7,1,4,2023-12-16,2024-05-23,50.962786804767234,La formation était très enrichissante.
user_161,Re-contextualized encompassing project,Bac+5 Dev VR & Jeux Vidéo,119,2,0,3,2023-03-27,2024-06-05,71.83718179352485,Le contenu était trop théorique et peu applicable en pratique.
user_162,Innovative upward-trending intranet,Bac+5 Dev VR & Jeux Vidéo,64,6,0,1,2023-02-16,2024-05-22,77.40228380145878,La durée de la formation était insuffisante pour couvrir tous les sujets.
user_163,Centralized responsive capacity,Bac+3 Développement Web,114,9,0,5,2023-12-15,2024-03-07,61.846010435255664,Très bon équilibre entre théorie et pratique.
user_164,Innovative upward-trending intranet,Bac+5 Lead Dev,82,9,0,3,2023-08-18,2024-01-20,91.38340821686624,J'ai apprécié le contenu clair et structuré.
user_165,Team-oriented tangible array,Bac+5 Lead Développeur B-School by BNP Paribas,36,5,1,5,2023-04-21,2024-05-23,97.97146707846512,Le formateur n'était pas assez disponible pour répondre aux questions.
user_166,Expanded didactic customer loyalty,Bac+3 Développement Web,90,5,1,5,2023-07-31,2024-05-25,50.64109191372763,Support de cours très complet.
user_167,Team-oriented tangible array,Bac+5 Lead Dev,10,4,1,3,2023-05-27,2024-01-27,94.49973868948076,Le formateur était très compétent.
user_168,Centralized responsive capacity,Bac+5 Dev VR & Jeux Vidéo,8,5,1,1,2023-04-22,2024-01-29,82.16893156210256,Le formateur était très compétent.
user_169,Phased impactful productivity,Bac+3 Développement Web,93,9,0,2,2023-01-13,2024-04-04,52.466737314925645,Contenu intéressant mais parfois trop dense.
user_170,Self-enabling object-oriented process improvement,Bac+5 Lead Dev,52,4,1,3,2023-08-17,2024-01-02,90.93801541074632,Les objectifs de la formation n'étaient pas clairement définis.
